1156110000	北京	1156000000
1156110101	东城区	1156110000
1156110102	西城区	1156110000
1156110105	朝阳区	1156110000
1156110106	丰台区	1156110000
1156110107	石景山区	1156110000
1156110108	海淀区	1156110000
1156110109	门头沟区	1156110000
1156110111	房山区	1156110000
1156110112	通州区	1156110000
1156110113	顺义区	1156110000
1156110114	昌平区	1156110000
1156110115	大兴区	1156110000
1156110116	怀柔区	1156110000
1156110117	平谷区	1156110000
1156110118	密云区	1156110000
1156110119	延庆区	1156110000
1156120000	天津	1156000000
1156120101	和平区	1156120000
1156120102	河东区	1156120000
1156120103	河西区	1156120000
1156120104	南开区	1156120000
1156120105	河北区	1156120000
1156120106	红桥区	1156120000
1156120110	东丽区	1156120000
1156120111	西青区	1156120000
1156120112	津南区	1156120000
1156120113	北辰区	1156120000
1156120114	武清区	1156120000
1156120115	宝坻区	1156120000
1156120116	滨海新区	1156120000
1156120117	宁河区	1156120000
1156120118	静海区	1156120000
1156120119	蓟州区	1156120000
1156130000	河北	1156000000
1156130100	石家庄	1156130000
1156130102	长安区	1156130100
1156130104	桥西区	1156130100
1156130105	新华区	1156130100
1156130107	井陉矿区	1156130100
1156130108	裕华区	1156130100
1156130109	藁城区	1156130100
1156130110	鹿泉区	1156130100
1156130111	栾城区	1156130100
1156130121	井陉县	1156130100
1156130123	正定县	1156130100
1156130125	行唐县	1156130100
1156130126	灵寿县	1156130100
1156130127	高邑县	1156130100
1156130128	深泽县	1156130100
1156130129	赞皇县	1156130100
1156130130	无极县	1156130100
1156130131	平山县	1156130100
1156130132	元氏县	1156130100
1156130133	赵县	1156130100
1156130181	辛集市	1156130100
1156130183	晋州市	1156130100
1156130184	新乐市	1156130100
1156130200	唐山	1156130000
1156130202	路南区	1156130200
1156130203	路北区	1156130200
1156130204	古冶区	1156130200
1156130205	开平区	1156130200
1156130207	丰南区	1156130200
1156130208	丰润区	1156130200
1156130209	曹妃甸区	1156130200
1156130223	滦县	1156130200
1156130224	滦南县	1156130200
1156130225	乐亭县	1156130200
1156130227	迁西县	1156130200
1156130229	玉田县	1156130200
1156130281	遵化市	1156130200
1156130283	迁安市	1156130200
1156130300	秦皇岛	1156130000
1156130302	海港区	1156130300
1156130303	山海关区	1156130300
1156130304	北戴河区	1156130300
1156130306	抚宁区	1156130300
1156130321	青龙满族自治县	1156130300
1156130322	昌黎县	1156130300
1156130324	卢龙县	1156130300
1156130400	邯郸	1156130000
1156130402	邯山区	1156130400
1156130403	丛台区	1156130400
1156130404	复兴区	1156130400
1156130406	峰峰矿区	1156130400
1156130407	肥乡区	1156130400
1156130408	永年区	1156130400
1156130423	临漳县	1156130400
1156130424	成安县	1156130400
1156130425	大名县	1156130400
1156130426	涉县	1156130400
1156130427	磁县	1156130400
1156130430	邱县	1156130400
1156130431	鸡泽县	1156130400
1156130432	广平县	1156130400
1156130433	馆陶县	1156130400
1156130434	魏县	1156130400
1156130435	曲周县	1156130400
1156130481	武安市	1156130400
1156130500	邢台	1156130000
1156130502	桥东区	1156130500
1156130503	桥西区	1156130500
1156130521	邢台县	1156130500
1156130522	临城县	1156130500
1156130523	内丘县	1156130500
1156130524	柏乡县	1156130500
1156130525	隆尧县	1156130500
1156130526	任县	1156130500
1156130527	南和县	1156130500
1156130528	宁晋县	1156130500
1156130529	巨鹿县	1156130500
1156130530	新河县	1156130500
1156130531	广宗县	1156130500
1156130532	平乡县	1156130500
1156130533	威县	1156130500
1156130534	清河县	1156130500
1156130535	临西县	1156130500
1156130581	南宫市	1156130500
1156130582	沙河市	1156130500
1156130600	保定	1156130000
1156130602	竞秀区	1156130600
1156130604	南市区	1156130600
1156130606	莲池区	1156130600
1156130607	满城区	1156130600
1156130608	清苑区	1156130600
1156130609	徐水区	1156130600
1156130623	涞水县	1156130600
1156130624	阜平县	1156130600
1156130626	定兴县	1156130600
1156130627	唐县	1156130600
1156130628	高阳县	1156130600
1156130629	容城县	1156130600
1156130630	涞源县	1156130600
1156130631	望都县	1156130600
1156130632	安新县	1156130600
1156130633	易县	1156130600
1156130634	曲阳县	1156130600
1156130635	蠡县	1156130600
1156130636	顺平县	1156130600
1156130637	博野县	1156130600
1156130638	雄县	1156130600
1156130681	涿州市	1156130600
1156130682	定州市	1156130600
1156130683	安国市	1156130600
1156130684	高碑店市	1156130600
1156130700	张家口	1156130000
1156130702	桥东区	1156130700
1156130703	桥西区	1156130700
1156130705	宣化区	1156130700
1156130706	下花园区	1156130700
1156130708	万全区	1156130700
1156130709	崇礼区	1156130700
1156130722	张北县	1156130700
1156130723	康保县	1156130700
1156130724	沽源县	1156130700
1156130725	尚义县	1156130700
1156130726	蔚县	1156130700
1156130727	阳原县	1156130700
1156130728	怀安县	1156130700
1156130730	怀来县	1156130700
1156130731	涿鹿县	1156130700
1156130732	赤城县	1156130700
1156130800	承德	1156130000
1156130802	双桥区	1156130800
1156130803	双滦区	1156130800
1156130804	鹰手营子矿区	1156130800
1156130821	承德县	1156130800
1156130822	兴隆县	1156130800
1156130823	平泉县	1156130800
1156130824	滦平县	1156130800
1156130825	隆化县	1156130800
1156130826	丰宁满族自治县	1156130800
1156130827	宽城满族自治县	1156130800
1156130828	围场满族蒙古族自治县	1156130800
1156130900	沧州	1156130000
1156130902	新华区	1156130900
1156130903	运河区	1156130900
1156130921	沧县	1156130900
1156130922	青县	1156130900
1156130923	东光县	1156130900
